ID,Name,Sex,Age,Height,Weight,NOC,Games,Year,Season,City,Sport,Event,Medal
50859,Clara Hughes,F,33,175,72,CAN,2006 Winter,2006,Winter,Torino,Speed Skating,"Speed Skating Women's 5,000 metres",Gold
50859,Clara Hughes,F,33,175,72,CAN,2006 Winter,2006,Winter,Torino,Speed Skating,Speed Skating Women's Team Pursuit (6 laps),Silver
50859,Clara Hughes,F,37,175,72,CAN,2010 Winter,2010,Winter,Vancouver,Speed Skating,"Speed Skating Women's 5,000 metres",Bronze
50880,"Michael ""Mike"" Hughes",M,24,185,83,CAN,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Quadruple Sculls,Bronze
50881,Norman Hughes,M,31,172,70,GBR,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Bronze
50885,Sarah Elizabeth Hughes,F,16,160,NA,USA,2002 Winter,2002,Winter,Salt Lake City,Figure Skating,Figure Skating Women's Singles,Gold
50897,Alf Petter Hugsted,M,26,NA,NA,NOR,1948 Winter,1948,Winter,Sankt Moritz,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
50910,Wolfram Huhn,M,22,194,95,GER,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Men's Coxed Eights,Silver
50914,Martti Elias Huhtala,M,29,175,64,FIN,1948 Winter,1948,Winter,Sankt Moritz,Nordic Combined,Nordic Combined Men's Individual,Silver
50915,Mikko Kustaa Huhtala,M,28,175,78.5,FIN,1980 Summer,1980,Summer,Moskva,Wrestling,"Wrestling Men's Welterweight, Greco-Roman",Bronze
50917,Vin Veikko Sakari Huhtala,M,24,165,58,FIN,1960 Winter,1960,Winter,Squaw Valley,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Gold
50917,Vin Veikko Sakari Huhtala,M,28,165,58,FIN,1964 Winter,1964,Winter,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay,Silver
50918,Veikko Aarne Aleks Huhtanen,M,29,176,NA,FIN,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Individual All-Around,Gold
50918,Veikko Aarne Aleks Huhtanen,M,29,176,NA,FIN,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Team All-Around,Gold
50918,Veikko Aarne Aleks Huhtanen,M,29,176,NA,FIN,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Parallel Bars,Silver
50918,Veikko Aarne Aleks Huhtanen,M,29,176,NA,FIN,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
50918,Veikko Aarne Aleks Huhtanen,M,29,176,NA,FIN,1948 Summer,1948,Summer,London,Gymnastics,Gymnastics Men's Pommelled Horse,Gold
50923,Hui Ruoqi,F,25,192,78,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Gold
50932,Justin Grant Huish,M,21,177,79,USA,1996 Summer,1996,Summer,Atlanta,Archery,Archery Men's Individual,Gold
50932,Justin Grant Huish,M,21,177,79,USA,1996 Summer,1996,Summer,Atlanta,Archery,Archery Men's Team,Gold
50938,Mark Huizinga,M,22,184,90,NED,1996 Summer,1996,Summer,Atlanta,Judo,Judo Men's Middleweight,Bronze
50938,Mark Huizinga,M,27,184,90,NED,2000 Summer,2000,Summer,Sydney,Judo,Judo Men's Middleweight,Gold
50938,Mark Huizinga,M,30,184,90,NED,2004 Summer,2004,Summer,Athina,Judo,Judo Men's Middleweight,Bronze
50948,"Givanildo ""Hulk"" Vieira de Souza",M,26,180,75,BRA,2012 Summer,2012,Summer,London,Football,Football Men's Football,Silver
50951,Brett Andrew Hull,M,37,178,92,USA,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
50960,Sarina Hlsenbeck (-Fischer),F,18,180,70,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
50960,Sarina Hlsenbeck (-Fischer),F,18,180,70,GDR,1980 Summer,1980,Summer,Moskva,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Gold
50994,Zdenk Humhal,M,30,191,83,TCH,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Men's Volleyball,Silver
51001,Terin Marie Humphrey,F,17,152,43,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Team All-Around,Silver
51001,Terin Marie Humphrey,F,17,152,43,USA,2004 Summer,2004,Summer,Athina,Gymnastics,Gymnastics Women's Uneven Bars,Silver
51010,Kaillie Humphries (Simondson-),F,24,170,77,CAN,2010 Winter,2010,Winter,Vancouver,Bobsleigh,Bobsleigh Women's Two,Gold
51010,Kaillie Humphries (Simondson-),F,28,170,77,CAN,2014 Winter,2014,Winter,Sochi,Bobsleigh,Bobsleigh Women's Two,Gold
51016,Mia Terese Hundvin,F,23,165,55,NOR,2000 Summer,2000,Summer,Sydney,Handball,Handball Women's Handball,Bronze
51023,Daniela Hunger,F,16,175,63,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Gold
51023,Daniela Hunger,F,16,175,63,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Individual Medley,Gold
51023,Daniela Hunger,F,16,175,63,GDR,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 400 metres Individual Medley,Bronze
51023,Daniela Hunger,F,20,175,63,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,Bronze
51023,Daniela Hunger,F,20,175,63,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 200 metres Individual Medley,Bronze
51023,Daniela Hunger,F,20,175,63,GER,1992 Summer,1992,Summer,Barcelona,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Silver
51029,George William Hungerford,M,20,195,96,CAN,1964 Summer,1964,Summer,Tokyo,Rowing,Rowing Men's Coxless Pairs,Gold
51030,Jzsef Hunics,M,20,NA,NA,HUN,1956 Summer,1956,Summer,Melbourne,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres",Bronze
51045,David Charles Gower Hunt,M,38,195,102,GBR,1972 Summer,1972,Summer,Munich,Sailing,Sailing Mixed Two Person Keelboat,Silver
51052,"James Hawley ""Jim"" Hunt",M,24,188,94,USA,1960 Summer,1960,Summer,Roma,Sailing,Sailing Mixed 5.5 metres,Gold
51059,Sharon Ann Hunt,F,30,180,63,GBR,2008 Summer,2008,Summer,Beijing,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
51062,"Benjamin ""Ben"" Hunt-Davis",M,28,198,95,GBR,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Men's Coxed Eights,Gold
51065,Heather Regina Hunte-Oakes,F,20,163,64,GBR,1980 Summer,1980,Summer,Moskva,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
51065,Heather Regina Hunte-Oakes,F,24,163,64,GBR,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
51076,George Hunter,M,21,NA,NA,RSA,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Light-Heavyweight,Gold
51081,John Andrew Hunter,M,28,196,96,NZL,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Gold
51085,Mark John Hunter,M,30,181,74,GBR,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Men's Lightweight Double Sculls,Gold
51085,Mark John Hunter,M,34,181,74,GBR,2012 Summer,2012,Summer,London,Rowing,Rowing Men's Lightweight Double Sculls,Silver
51104,"Johanna Luann ""Joni"" Huntley (-Rueter)",F,27,173,61,USA,1984 Summer,1984,Summer,Los Angeles,Athletics,Athletics Women's High Jump,Bronze
51108,Huo Liang,M,18,155,50,CHN,2008 Summer,2008,Summer,Beijing,Diving,Diving Men's Synchronized Platform,Gold
51113,Satu Anne-Marie Huotari,F,30,162,63,FIN,1998 Winter,1998,Winter,Nagano,Ice Hockey,Ice Hockey Women's Ice Hockey,Bronze
51117,Pavol Hurajt,M,32,172,67,SVK,2010 Winter,2010,Winter,Vancouver,Biathlon,Biathlon Men's 15 kilometres Mass Start,Bronze
51126,Liudmyla Mykolavna Hureieva,F,21,184,75,URS,1964 Summer,1964,Summer,Tokyo,Volleyball,Volleyball Women's Volleyball,Silver
51127,Borys Mykhailovych Hurevych,M,31,182,90,URS,1968 Summer,1968,Summer,Mexico City,Wrestling,"Wrestling Men's Middleweight, Freestyle",Gold
51130,Pavlo Mykolaiovych Hurkovskiy,M,28,197,104,URS,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Eights,Silver
51132,"Harold Anthony ""Boat"" Hurley",M,30,178,81,CAN,1960 Winter,1960,Winter,Squaw Valley,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
51133,Courtney Lyn Hurley,F,21,173,80,USA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's epee, Team",Bronze
51134,Kelley Anne Hurley,F,24,175,75,USA,2012 Summer,2012,Summer,London,Fencing,"Fencing Women's epee, Team",Bronze
51139,Ernst Hrlimann,M,25,180,80,SUI,1960 Summer,1960,Summer,Roma,Rowing,Rowing Men's Double Sculls,Bronze
51140,Patrick Hrlimann,M,34,176,72,SUI,1998 Winter,1998,Winter,Nagano,Curling,Curling Men's Curling,Gold
51148,Risto Edvard Hurme,M,22,180,73,FIN,1972 Summer,1972,Summer,Munich,Modern Pentathlon,Modern Pentathlon Men's Team,Bronze
51149,Gheorgheta Hurmuzachi (-Dumitrescu),F,20,NA,NA,ROU,1956 Summer,1956,Summer,Melbourne,Gymnastics,Gymnastics Women's Team All-Around,Bronze
51156,"Arthur ""Art"" Hurst",M,32,178,79,CAN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ice Hockey,Ice Hockey Men's Ice Hockey,Bronze
51160,"Anthony John ""Tony"" Hurt",M,26,183,82,NZL,1972 Summer,1972,Summer,Munich,Rowing,Rowing Men's Coxed Eights,Gold
51160,"Anthony John ""Tony"" Hurt",M,30,183,82,NZL,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Men's Coxed Eights,Bronze
51171,Karl-Joachim Hrter,M,23,182,76,FRG,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Silver
51174,Muriel Hurtis-Houairi,F,25,180,68,FRA,2004 Summer,2004,Summer,Athina,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
51189,Thomas Huschke,M,24,181,75,GDR,1972 Summer,1972,Summer,Munich,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
51189,Thomas Huschke,M,28,181,75,GDR,1976 Summer,1976,Summer,Montreal,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
51197,Nazim Galib-ogly Hseynov,M,22,NA,NA,EUN,1992 Summer,1992,Summer,Barcelona,Judo,Judo Men's Extra-Lightweight,Gold
51212,Akhtar Hussain,M,21,NA,NA,IND,1948 Summer,1948,Summer,London,Hockey,Hockey Men's Hockey,Gold
51212,Akhtar Hussain,M,30,NA,NA,PAK,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Silver
51220,Manzoor Hussain,M,17,173,73,PAK,1976 Summer,1976,Summer,Montreal,Hockey,Hockey Men's Hockey,Bronze
51220,Manzoor Hussain,M,25,173,73,PAK,1984 Summer,1984,Summer,Los Angeles,Hockey,Hockey Men's Hockey,Gold
51224,Musaddiq Hussain,M,24,170,63,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
51225,Qazi Massarrat Hussain,M,21,NA,NA,PAK,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Silver
51231,Zakir Hussain,M,22,170,72,PAK,1956 Summer,1956,Summer,Melbourne,Hockey,Hockey Men's Hockey,Silver
51231,Zakir Hussain,M,34,170,72,PAK,1968 Summer,1968,Summer,Mexico City,Hockey,Hockey Men's Hockey,Gold
51233,Syed Hussain Shah,M,24,NA,75,PAK,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Middleweight,Bronze
51256,Peter Hussing,M,24,196,101,FRG,1972 Summer,1972,Summer,Munich,Boxing,Boxing Men's Heavyweight,Bronze
51266,Heike Hustede-Nagel,F,22,170,64,FRG,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
51267,Marc Huster,M,26,174,82.5,GER,1996 Summer,1996,Summer,Atlanta,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
51267,Marc Huster,M,30,174,82.5,GER,2000 Summer,2000,Summer,Sydney,Weightlifting,Weightlifting Men's Light-Heavyweight,Silver
51293,Christiane Huth,F,27,177,72,GER,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Double Sculls,Silver
51295,Svenja Anette Huth,F,25,163,54,GER,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Gold
51302,Tetiana Kostiantynivna Hutsu,F,15,NA,NA,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Individual All-Around,Gold
51302,Tetiana Kostiantynivna Hutsu,F,15,NA,NA,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Team All-Around,Gold
51302,Tetiana Kostiantynivna Hutsu,F,15,NA,NA,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Floor Exercise,Bronze
51302,Tetiana Kostiantynivna Hutsu,F,15,NA,NA,EUN,1992 Summer,1992,Summer,Barcelona,Gymnastics,Gymnastics Women's Uneven Bars,Silver
51304,"Timothy Julien ""Tim"" Hutten",M,23,196,98,USA,2008 Summer,2008,Summer,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
51314,Ralph Hutton,M,20,183,86,CAN,1968 Summer,1968,Summer,Mexico City,Swimming,Swimming Men's 400 metres Freestyle,Silver
51316,Vadym Markovych Huttsait,M,20,180,74,EUN,1992 Summer,1992,Summer,Barcelona,Fencing,"Fencing Men's Sabre, Team",Gold
51317,Eevi Maria Huttunen (-Pirinen),F,37,160,56,FIN,1960 Winter,1960,Winter,Squaw Valley,Speed Skating,"Speed Skating Women's 3,000 metres",Bronze
51341,Carol Huynh,F,27,154,48,CAN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",Gold
51341,Carol Huynh,F,31,154,48,CAN,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Flyweight, Freestyle",Bronze
51345,Olha Mykolavna Huzenko (-Bezik),F,20,180,86,URS,1976 Summer,1976,Summer,Montreal,Rowing,Rowing Women's Coxed Eights,Silver
51360,Oleksandr Serhiyovych Hvozdyk,M,25,190,81,UKR,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Heavyweight,Bronze
51368,Hwang Geum-Suk,F,22,164,55,KOR,1988 Summer,1988,Summer,Seoul,Hockey,Hockey Women's Hockey,Silver
51369,Hwang Gyeong-Seon,F,18,175,67,KOR,2004 Summer,2004,Summer,Athina,Taekwondo,Taekwondo Women's Welterweight,Bronze
51369,Hwang Gyeong-Seon,F,22,175,67,KOR,2008 Summer,2008,Summer,Beijing,Taekwondo,Taekwondo Women's Welterweight,Gold
51369,Hwang Gyeong-Seon,F,26,175,67,KOR,2012 Summer,2012,Summer,London,Taekwondo,Taekwondo Women's Welterweight,Gold
51372,Hwang He-Suk,F,26,169,73,PRK,1972 Summer,1972,Summer,Munich,Volleyball,Volleyball Women's Volleyball,Bronze
51378,Hwang Hye-Yeong,F,26,NA,NA,KOR,1992 Summer,1992,Summer,Barcelona,Badminton,Badminton Women's Doubles,Gold
51382,Hwang Jeong-O,M,26,167,65,KOR,1984 Summer,1984,Summer,Los Angeles,Judo,Judo Men's Half-Lightweight,Silver
51383,Hwang Ji-Man,M,24,176,71,KOR,2008 Summer,2008,Summer,Beijing,Badminton,Badminton Men's Doubles,Bronze
51385,Hwang Jong-Hyeon,M,25,173,67,KOR,2000 Summer,2000,Summer,Sydney,Hockey,Hockey Men's Hockey,Silver
51387,Hwang Ok-Sil,F,19,157,55,PRK,1992 Winter,1992,Winter,Albertville,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,Bronze
51390,Hwang Seok-Ho,M,23,182,71,KOR,2012 Summer,2012,Summer,London,Football,Football Men's Football,Bronze
51403,Hwang Yeong-Jo,M,22,168,57,KOR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Men's Marathon,Gold
51421,Hyeon Jeong-Hwa,F,18,166,52,KOR,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Women's Doubles,Gold
51421,Hyeon Jeong-Hwa,F,22,166,52,KOR,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Singles,Bronze
51421,Hyeon Jeong-Hwa,F,22,166,52,KOR,1992 Summer,1992,Summer,Barcelona,Table Tennis,Table Tennis Women's Doubles,Bronze
51424,Hyeon Suk-Hui,F,25,NA,NA,KOR,1996 Summer,1996,Summer,Atlanta,Judo,Judo Women's Half-Lightweight,Silver
51428,Lenka Hykov-Marukov,F,19,175,83,CZE,2004 Summer,2004,Summer,Athina,Shooting,"Shooting Women's Sporting Pistol, 25 metres",Silver
51435,Mark David Hylton,M,19,176,69,GBR,1996 Summer,1996,Summer,Atlanta,Athletics,Athletics Men's 4 x 400 metres Relay,Silver
51438,Dorothy Hyman,F,19,170,59,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 100 metres,Silver
51438,Dorothy Hyman,F,19,170,59,GBR,1960 Summer,1960,Summer,Roma,Athletics,Athletics Women's 200 metres,Bronze
51438,Dorothy Hyman,F,23,170,59,GBR,1964 Summer,1964,Summer,Tokyo,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
51439,"Flora Jean ""Flo"" Hyman",F,29,195,62,USA,1984 Summer,1984,Summer,Los Angeles,Volleyball,Volleyball Women's Volleyball,Silver
51444,Misty Dawn Marie Hyman,F,21,170,65,USA,2000 Summer,2000,Summer,Sydney,Swimming,Swimming Women's 200 metres Butterfly,Gold
51448,"Gordon Ross ""Gord"" Hynes",M,25,185,77,CAN,1992 Winter,1992,Winter,Albertville,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
51457,Diego Matias Hyplito,M,30,170,68,BRA,2016 Summer,2016,Summer,Rio de Janeiro,Gymnastics,Gymnastics Men's Floor Exercise,Silver
51460,Nick E. Hysong,M,28,183,77,USA,2000 Summer,2000,Summer,Sydney,Athletics,Athletics Men's Pole Vault,Gold
51463,Antti Abram Hyvrinen,M,23,176,60,FIN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Ski Jumping,"Ski Jumping Men's Normal Hill, Individual",Gold
51468,Eija Marita Hyytiinen (-Ristanen),F,23,172,61.5,FIN,1984 Winter,1984,Winter,Sarajevo,Cross Country Skiing,Cross Country Skiing Women's 4 x 5 kilometres Relay,Bronze
51469,Toivo Armas Hyytiinen,M,26,181,83,FIN,1952 Summer,1952,Summer,Helsinki,Athletics,Athletics Men's Javelin Throw,Bronze
51479,"Vakht'ang ""Vaho"" Iagorashvili",M,24,185,83,URS,1988 Summer,1988,Summer,Seoul,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
51504,Serge Jonas Ibaka Ngobila,M,22,208,107,ESP,2012 Summer,2012,Summer,London,Basketball,Basketball Men's Basketball,Silver
51511,Jos A. Ibar Martnez,M,31,185,106,CUB,2000 Summer,2000,Summer,Sydney,Baseball,Baseball Men's Baseball,Silver
51514,Caterine Ibargn Mena,F,28,185,70,COL,2012 Summer,2012,Summer,London,Athletics,Athletics Women's Triple Jump,Silver
51514,Caterine Ibargn Mena,F,32,185,70,COL,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Triple Jump,Gold
51517,Isidoro Ibarra,M,23,175,75,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
51518,Manuel Francisco Ibarra Valdes,M,22,166,64,CHI,2000 Summer,2000,Summer,Sydney,Football,Football Men's Football,Bronze
51519,Pedro Ibarra,M,30,174,75,ARG,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Gold
51524,Bruce Bernard Ibbetson,M,31,188,83,USA,1984 Summer,1984,Summer,Los Angeles,Rowing,Rowing Men's Coxed Eights,Silver
51525,George Derek Ibbotson,M,24,175,68,GBR,1956 Summer,1956,Summer,Melbourne,Athletics,"Athletics Men's 5,000 metres",Bronze
51532,Anvar Kamilevich Ibragimov,M,22,176,76,URS,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Team",Gold
51534,Magomed Idrisovich Ibragimov,M,31,183,97,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
51535,Magomed Abdulmumynovych Ibragimov,M,20,193,96,UZB,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Silver
51537,Mogamed Ibragimov,M,26,180,85,MKD,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Light-Heavyweight, Freestyle",Bronze
51539,Sultan-Akhmed Magomedsalikhovich Ibragimov,M,25,184,91,RUS,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Heavyweight,Silver
51566,Muhammad Qamar Ibrahim,M,24,177,78,PAK,1992 Summer,1992,Summer,Barcelona,Hockey,Hockey Men's Hockey,Bronze
51575,Aydn brahimov,M,26,163,60,URS,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Freestyle",Bronze
51578,Yermakhan Sagiyevich Ibraimov,M,24,180,71,KAZ,1996 Summer,1996,Summer,Atlanta,Boxing,Boxing Men's Light-Middleweight,Bronze
51578,Yermakhan Sagiyevich Ibraimov,M,28,180,71,KAZ,2000 Summer,2000,Summer,Sydney,Boxing,Boxing Men's Light-Middleweight,Gold
51587,Masamitsu Ichiguchi,M,24,161,59,JPN,1964 Summer,1964,Summer,Tokyo,Wrestling,"Wrestling Men's Bantamweight, Greco-Roman",Gold
51601,Shiro Ichinoseki,M,20,172,59,JPN,1964 Summer,1964,Summer,Tokyo,Weightlifting,Weightlifting Men's Bantamweight,Bronze
51602,Chiharu Icho,F,22,157,48,JPN,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Women's Flyweight, Freestyle",Silver
51602,Chiharu Icho,F,26,157,48,JPN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Flyweight, Freestyle",Silver
51603,Kaori Icho,F,20,166,61,JPN,2004 Summer,2004,Summer,Athina,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold
51603,Kaori Icho,F,24,166,61,JPN,2008 Summer,2008,Summer,Beijing,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold
51603,Kaori Icho,F,28,166,61,JPN,2012 Summer,2012,Summer,London,Wrestling,"Wrestling Women's Middleweight, Freestyle",Gold
51603,Kaori Icho,F,32,166,61,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",Gold
51607,Ana Ida Margarita  Alvarez Vieira,F,31,177,60,BRA,1996 Summer,1996,Summer,Atlanta,Volleyball,Volleyball Women's Volleyball,Bronze
51616,Faith Idehen,F,19,163,59,NGR,1992 Summer,1992,Summer,Barcelona,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
51618,Josefa Idem-Guerrini,F,19,176,67,FRG,1984 Summer,1984,Summer,Los Angeles,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Bronze
51618,Josefa Idem-Guerrini,F,31,176,67,ITA,1996 Summer,1996,Summer,Atlanta,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Bronze
51618,Josefa Idem-Guerrini,F,35,176,67,ITA,2000 Summer,2000,Summer,Sydney,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Gold
51618,Josefa Idem-Guerrini,F,39,176,67,ITA,2004 Summer,2004,Summer,Athina,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
51618,Josefa Idem-Guerrini,F,43,176,67,ITA,2008 Summer,2008,Summer,Beijing,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
51630,Ene Franca Idoko (-Isaac),F,23,162,64,NGR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
51632,Phillips Olaosebikan Idowu,M,29,197,89,GBR,2008 Summer,2008,Summer,Beijing,Athletics,Athletics Men's Triple Jump,Silver
51648,Lydia Ierodiaconou-Lassila,F,28,157,54,AUS,2010 Winter,2010,Winter,Vancouver,Freestyle Skiing,Freestyle Skiing Women's Aerials,Gold
51648,Lydia Ierodiaconou-Lassila,F,32,157,54,AUS,2014 Winter,2014,Winter,Sochi,Freestyle Skiing,Freestyle Skiing Women's Aerials,Bronze
51655,Baraladei Daniel Igali,M,26,168,74,CAN,2000 Summer,2000,Summer,Sydney,Wrestling,"Wrestling Men's Welterweight, Freestyle",Gold
51656,Dina Igaly,F,35,172,85,HUN,2000 Summer,2000,Summer,Sydney,Shooting,Shooting Women's Skeet,Bronze
51656,Dina Igaly,F,39,172,85,HUN,2004 Summer,2004,Summer,Athina,Shooting,Shooting Women's Skeet,Gold
51659,Hisato Igarashi,M,25,162,56,JPN,1976 Summer,1976,Summer,Montreal,Gymnastics,Gymnastics Men's Team All-Around,Gold
51667,Chiharu Igaya,M,24,166,68,JPN,1956 Winter,1956,Winter,Cortina d'Ampezzo,Alpine Skiing,Alpine Skiing Men's Slalom,Silver
51668,Richard Igbeneghu (-Bango),M,24,174,91,NGR,1992 Summer,1992,Summer,Barcelona,Boxing,Boxing Men's Super-Heavyweight,Silver
51674,Jarome Arthur-Leigh Adekunle Tig Junior Elvis Iginla,M,24,185,95,CAN,2002 Winter,2002,Winter,Salt Lake City,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
51674,Jarome Arthur-Leigh Adekunle Tig Junior Elvis Iginla,M,32,185,95,CAN,2010 Winter,2010,Winter,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
51686,Argentino Rafael Iglesias,M,24,NA,NA,ARG,1948 Summer,1948,Summer,London,Boxing,Boxing Men's Heavyweight,Gold
51688,Roniel Iglesias Sotolongo,M,19,177,64,CUB,2008 Summer,2008,Summer,Beijing,Boxing,Boxing Men's Light-Welterweight,Bronze
51688,Roniel Iglesias Sotolongo,M,23,177,64,CUB,2012 Summer,2012,Summer,London,Boxing,Boxing Men's Light-Welterweight,Gold
51696,Doina Ignat,F,23,181,81,ROU,1992 Summer,1992,Summer,Barcelona,Rowing,Rowing Women's Quadruple Sculls,Silver
51696,Doina Ignat,F,27,181,81,ROU,1996 Summer,1996,Summer,Atlanta,Rowing,Rowing Women's Coxed Eights,Gold
51696,Doina Ignat,F,31,181,81,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxless Pairs,Gold
51696,Doina Ignat,F,31,181,81,ROU,2000 Summer,2000,Summer,Sydney,Rowing,Rowing Women's Coxed Eights,Gold
51696,Doina Ignat,F,35,181,81,ROU,2004 Summer,2004,Summer,Athina,Rowing,Rowing Women's Coxed Eights,Gold
51696,Doina Ignat,F,39,181,81,ROU,2008 Summer,2008,Summer,Beijing,Rowing,Rowing Women's Coxed Eights,Bronze
51708,Ardalion Vasilyevich Ignatyev,M,25,173,68,URS,1956 Summer,1956,Summer,Melbourne,Athletics,Athletics Men's 400 metres,Bronze
51710,Mikhail Borisovich Ignatyev,M,19,176,67,RUS,2004 Summer,2004,Summer,Athina,Cycling,Cycling Men's Points Race,Gold
